Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
135168	Bucco capensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Galbuliformes,Bucconidae,Bucco,Bucco capensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,118184,135166,135167,135168
135184	Todus mexicanus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Coraciiformes,Todidae,Todus,Todus mexicanus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,8936,57388,57435,135184
135208	Hericium alpestre	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Hericiaceae,Hericium,Hericium alpestre	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,452342,40458,40459,135208
135441	Peucedramus taeniatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Passeroidea,Fringillidae,Peucedraminae,Peucedramus,Peucedramus taeniatus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,175121,9133,135439,135440,135441
135651	Caenorhabditis brenneri	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Rhabditina,Rhabditomorpha,Rhabditoidea,Rhabditidae,Peloderinae,Caenorhabditis,Caenorhabditis brenneri	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,2301116,2301119,55879,6243,55885,6237,135651
135972	Calyptomena viridis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Eurylaimidae,Calyptomena,Calyptomena viridis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,81928,135971,135972
136037	Zootermopsis nevadensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Polyneoptera,Dictyoptera,Blattodea,Blattoidea,Termitoidae,Termopsidae,Termopsinae,Termopsini,Zootermopsis,Zootermopsis nevadensis	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33341,6970,85823,1049657,1912919,7501,127820,127821,7502,136037
136370	Lasallia pustulata	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Lecanoromycetes,OSLEUM clade,Umbilicariomycetidae,Umbilicariales,Umbilicariaceae,Lasallia,Lasallia pustulata	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147547,1520881,1520791,452227,87265,87266,136370
137071	Plasmodium falciparum HB3	isolate	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum HB3	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,137071
137246	Chiloscyllium punctatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Chondrichthyes,Elasmobranchii,Selachii,Galeomorphii,Galeoidea,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium punctatum	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,7777,7778,119203,119197,119195,30503,40580,34767,137246
137541	Tyrannus savana	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,28728,43164,137541
138278	Aspergillus ochraceoroseus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes,Aspergillus ochraceoroseus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720870,138278
138285	Aspergillus coremiiformis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati,Aspergillus coremiiformis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,138285
138297	Plasmodium vinckei lentum	subspecies	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Vinckeia),Plasmodium vinckei,Plasmodium vinckei lentum	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5860,138297
138298	Plasmodium vinckei petteri	subspecies	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Vinckeia),Plasmodium vinckei,Plasmodium vinckei petteri	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5860,138298
139420	Polyporus brumalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Polyporus,Polyporus brumalis	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,5317,5637,139420
139723	Anopheles culicifacies	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,Anopheles,Cellia,Myzomyia,culicifacies species complex,Anopheles culicifacies	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44534,59140,63408,139723
139825	Sparassis crispa	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Sparassidaceae,Sparassis,Sparassis crispa	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,40465,40466,139825
141414	Strombidinopsis acuminata	species	root,cellular organisms,Eukaryota,Sar,Alveolata,Ciliophora,Intramacronucleata,Spirotrichea,Choreotrichia,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis acuminata	1,131567,2759,2698737,33630,5878,431838,33829,141411,200605,141412,141413,141414
141839	Probosciger aterrimus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Psittaciformes,Cacatuidae,Probosciger,Probosciger aterrimus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9223,35549,141838,141839
142471	Passerina amoena	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Cardinalidae,Passerina,Passerina amoena	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,2969676,84842,142471
143950	Sipha flava	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Chaitophorinae,Sipha,Sipha flava	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,7524,33373,33380,33385,27482,805116,143949,143950
144034	Pogonomyrmex barbatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Myrmicinae,Pogonomyrmecini,Pogonomyrmex,Pogonomyrmex barbatus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7399,7400,7434,2153479,36668,34695,1932955,144030,144034
144197	Stegastes partitus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Ovalentaria,Ovalentaria incertae sedis,Pomacentridae,Stegastes,Stegastes partitus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489909,30863,80992,144197
144512	Trichinella murrelli	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Enoplea,Dorylaimia,Trichinellida,Trichinellidae,Trichinella,Trichinella murrelli	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119088,1457286,6329,6332,6333,144512
147558	Byssothecium circinans	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarineae,Massarinaceae,Byssothecium,Byssothecium circinans	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,1255046,290882,147557,147558
147828	Opisthorchis felineus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Trematoda,Digenea,Opisthorchiida,Opisthorchiata,Opisthorchiidae,Opisthorchis,Opisthorchis felineus	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6178,6179,6193,6194,6196,6197,147828
148305	Pyricularia grisea	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia grisea	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,639021,2528436,48558,148305
148818	Hamiltosporidium magnivora	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Microsporidia,Pansporoblastina,Dubosqiidae,Hamiltosporidium,Hamiltosporidium magnivora	1,131567,2759,33154,4751,112252,6029,6036,103457,1176354,148818
149040	Mollisia scopiformis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,Mollisia scopiformis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,2755564,86026,149040
150374	Escovopsis weberi	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis,Escovopsis weberi	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,150372,150374
151035	Euplotes harpa	species	root,cellular organisms,Eukaryota,Sar,Alveolata,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Euplotida,Euplotidae,Euplotes,Euplotes harpa	1,131567,2759,2698737,33630,5878,431838,33829,5934,33831,100127,5935,151035
151541	Danaus chrysippus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Papilionoidea,Nymphalidae,Danainae,Danaini,Danaina,Danaus,Anosia,Danaus chrysippus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37572,33415,127218,30248,344705,13036,151543,151541
151549	Eumeta japonica	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Tineoidea,Psychidae,Oiketicinae,Eumeta,Eumeta japonica	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,41011,93884,262181,151548,151549
153643	Bucorvus abyssinicus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Bucerotiformes,Bucorvidae,Bucorvus,Bucorvus abyssinicus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,57379,153640,153641,153643
154538	Trametes pubescens	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Trametes,Trametes pubescens	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,5317,5324,154538
155417	Monosporascus ibericus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariales incertae sedis,Monosporascus,Monosporascus ibericus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222545,37989,189359,155415,155417
156133	Prasinoderma coloniale	species	root,cellular organisms,Eukaryota,Viridiplantae,Prasinodermophyta,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinoderma,Prasinoderma coloniale	1,131567,2759,33090,2806169,2806170,2806171,2806172,156132,156133
156170	Rhagologus leucostigma	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Corvoidea,Pachycephalidae,Rhagologus,Rhagologus leucostigma	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,192204,254526,156169,156170
156445	Panstrongylus lignarius	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Prosorrhyncha,Heteroptera,Euheteroptera,Neoheteroptera,Panheteroptera,Cimicomorpha,Reduvioidea,Reduviidae,Triatominae,Panstrongylus,Panstrongylus lignarius	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,7524,33343,33345,33347,33349,33351,33354,33356,27479,70999,65342,156445
156561	Anthoscopus minutus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Paridae,Anthoscopus,Anthoscopus minutus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,9153,156560,156561
156563	Cyanistes caeruleus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,9153,156562,156563
156630	Alternaria arborescens	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria arborescens	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,5598,2499237,156630
156760	Spheniscus mendiculus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus mendiculus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9230,9231,9239,156760
157069	Trichobilharzia regenti	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Trematoda,Digenea,Strigeidida,Schistosomatoidea,Schistosomatidae,Trichobilharzia,Trichobilharzia regenti	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6178,6179,6180,31244,31245,100601,157069
